"ID","OTHER_SITE_VALUE","STATUS_PANTINUM","STATUS_GOLD","STATUS_SILVER","NUM_DEAL","LAST_DEAL","ADVANCE_PURCHASE","FARE_L_Y1","FARE_L_Y2","FARE_L_Y3","FARE_L_Y4","FARE_L_Y5","POINTS_L_Y1","POINTS_L_Y2","POINTS_L_Y3","POINTS_L_Y4","POINTS_L_Y5","CALL_FLAG","CREDIT_PROBLEM","RETURN_FLAG","BENEFIT_FLAG","BUYER_FLAG"
40001,8.9559936760638,0,0,0,6,30,21,164.2,172.5,165.8,170.8,161.7,172.2,161.9,135.3,140,186.8,0,0,0,0,0
40002,9.03807089552487,0,0,0,5,26.7,18,122.5,135,127.5,121.7,107.5,131.3,136,95.4,127.9,75.4,0,0,0,0,0
40003,9.86861030385553,0,0,1,3,56.7,20,165.8,167.5,168.3,169.2,176.7,185.7,185.5,156.3,170.3,186.9,0,0,0,0,0
40004,15.2338052135907,0,1,0,5,46.7,30,214.2,217.5,217.5,201.7,206.7,220.9,244.9,269.3,291.6,231.7,0,0,0,1,0
40005,8.9354149669698,0,0,0,1,133.3,21,137.5,140,140.8,131.7,141.7,174.8,134.7,160.6,175.8,137.4,0,0,0,0,0
40006,5.8630664611839,0,0,0,5,23.3,18,113.3,121.7,112.5,105.8,112.5,135.9,80.3,63.8,87.1,94.7,0,0,0,0,0
40007,6.41451702896521,0,0,1,3,63.3,29,165.8,170,185.8,167.5,153.3,163.4,159.8,163.7,182.3,171.3,0,0,0,0,0
40008,7.47275752288322,0,0,1,5,40,23,185.8,182.5,189.2,186.7,177.5,224.8,213.1,211,198.4,201.8,0,1,0,0,0
40009,10.1958298562942,0,0,1,3,70,23,223.3,229.2,223.3,216.7,202.5,240.2,233.8,259.7,234.9,169,0,0,0,1,0
40010,8.56567847934763,0,0,1,8,23.3,15,156.7,155.8,161.7,160.8,158.3,166.6,189.2,182.5,169.2,165.3,0,0,0,0,0
40011,16.0050156805047,0,0,0,3,40,20,125,113.3,113.3,104.2,112.5,100.4,128.1,121.8,123.4,108.9,0,1,0,0,0
40012,9.85479421990265,0,0,0,2,56.7,16,116.7,111.7,110,119.2,110,129.6,130.9,122.9,102.1,119.2,0,0,0,0,0
40013,10.9845350792482,0,0,0,5,23.3,24,116.7,116.7,111.7,109.2,118.3,152.9,125.8,117.9,129.7,135,0,0,0,0,0
40014,7.34979370080713,0,0,0,5,20,18,102.5,100,98.3,96.7,105.8,96.8,142.4,135.8,98.8,107.2,0,0,0,0,0
40015,11.410981281173,0,0,0,6,20,20,117.5,115.8,114.2,118.3,111.7,129.7,120.2,111.7,92.2,90.6,0,0,0,0,0
40016,11.1595046910867,0,0,1,6,43.3,19,290.8,300,300,286.7,255,138.2,214.5,194.1,166.8,211.6,0,0,0,1,0
40017,12.5928801905088,0,0,0,5,30,15,145,146.7,137.5,135,139.2,199,145.4,130.5,129.4,146,0,0,0,0,0
40018,6.97427495431498,0,0,0,4,30,21,118.3,111.7,120.8,113.3,119.2,111,76.2,88.3,95,133.5,0,0,0,0,0
40019,11.3978661451085,0,0,0,2,70,24,135.8,141.7,136.7,134.2,143.3,152.6,157.5,143.3,150.2,156.7,0,0,0,0,0
40020,11.8107676653815,0,0,0,8,20,19,125,126.7,130,129.2,138.3,103.8,105.6,136.2,170.2,184.2,0,0,0,0,0
40021,12.3119705676918,0,0,0,3,40,26,109.2,116.7,105,105.8,112.5,87.2,123.2,142.4,148.5,136,0,0,0,0,0
40022,9.92483279029349,0,0,0,4,26.7,29,105.8,130,115.8,90,99.2,53.2,58.2,90.8,83.6,78.4,0,0,0,0,0
40023,6.57747014175358,0,0,0,5,30,24,140,131.7,133.3,143.3,145,125.4,141.2,123.8,140.6,156.6,0,0,0,0,0
40024,9.19073127397497,0,0,0,3,60,27,181.7,179.2,174.2,170.8,172.5,138.6,138.1,148.8,171.4,162.9,0,0,0,0,0
40025,7.56063125156915,0,0,1,1,193.3,21,176.7,176.7,179.2,188.3,193.3,216.3,177.1,190,198.5,202.3,1,0,0,1,0
40026,10.2564032916216,0,0,0,1,126.7,24,118.3,117.5,125,120,114.2,64,95.5,125.4,119.2,129.9,0,0,0,0,0
40027,3.09146002089424,0,0,0,3,40,23,121.7,120,120.8,119.2,109.2,98.9,99.1,85.2,83.5,96.7,0,0,0,0,0
40028,8.95839456888236,0,0,0,1,130,14,130.8,129.2,137.5,141.7,144.2,139.2,132.8,122.1,127.2,127.1,0,0,0,0,0
40029,14.1435422816004,0,0,0,4,26.7,15,110,109.2,105,115.8,114.2,145.7,124,126.5,168.2,148,0,0,0,0,0
40030,3.87623064528917,0,0,0,6,20,20,45,78.3,111.7,105,92.5,96.2,93.9,99.8,119.9,118.3,0,1,0,0,0
40031,13.4614929262466,0,0,0,7,20,19,120,122.5,121.7,130.8,127.5,154,130.5,144.5,151.3,189.6,0,0,0,0,0
40032,17.2162640962826,0,0,0,4,40,21,146.7,147.5,141.7,145,145.8,159.7,164.8,152.2,127,151.2,0,0,0,0,0
40033,9.31641327972764,0,0,0,6,30,29,160.8,170,149.2,143.3,146.7,153.5,180.2,135.8,184.6,161.5,0,0,0,0,0
40034,9.78793194615436,0,0,0,4,30,15,113.3,110.8,115,106.7,113.3,139.4,107.2,95.6,91.1,119.2,0,1,0,0,0
40035,9.12198978195078,0,0,0,3,36.7,18,94.2,101.7,84.2,98.3,94.2,143.6,130.2,146,129.8,98.7,0,1,0,0,0
40036,8.24194040281886,0,0,0,4,30,22,112.5,110.8,112.5,118.3,115.8,66.1,86.3,118.4,115.7,118,0,0,0,0,0
40037,11.5316741174221,0,0,0,3,53.3,16,140.8,148.3,151.7,162.5,175.8,103.8,97.7,141.2,162.3,170.8,0,0,0,0,0
40038,6.58275811228591,0,0,0,3,40,21,111.7,110.8,103.3,113.3,125,100.4,143.3,162.1,160.3,171.9,0,0,0,0,0
40039,8.08004982153659,0,0,1,5,33.3,17,217.5,169.2,155.8,157.5,173.3,199.9,200.5,187.6,184.7,207.4,1,0,0,1,0
40040,14.2530432512489,0,0,0,3,50,26,141.7,143.3,140.8,135.8,140.8,120.1,121.6,152,159.6,130.2,0,0,0,0,0
40041,11.5605664131917,0,0,0,3,46.7,27,132.5,143.3,138.3,143.3,140.8,148.9,131.1,121.2,135.3,122.8,0,0,0,0,0
40042,10.4509527431996,0,1,0,5,56.7,22,272.5,271.7,275.8,279.2,274.2,248.9,267.4,309.4,315.3,297.9,0,0,0,1,0
40043,13.5438460787179,0,0,1,2,100,22,170,200,212.5,209.2,225,158.4,154.1,171.6,193.4,199.3,0,0,1,0,0
40044,15.1334523290693,0,0,0,6,20,23,108.3,113.3,122.5,130.8,126.7,86.5,146.2,112.1,111.8,122.4,0,0,0,0,0
40045,12.2283644521446,0,0,0,1,106.7,27,105.8,106.7,133.3,125,95.8,145.1,135.3,117.2,123.8,125.9,0,1,0,0,0
40046,16.9962891107475,1,0,0,5,60,25,285.8,368.3,350,338.3,375.8,367.8,384.3,377.3,378.2,362.6,0,1,0,1,0
40047,15.2544594652854,0,0,0,4,36.7,21,140,142.5,145,140.8,137.5,173.5,143.8,170.7,148.7,119.3,0,0,0,0,0
40048,13.5852524965875,0,1,0,5,50,22,249.2,240.8,245,244.2,245,264.2,263.8,275.3,278.5,243.2,0,0,0,0,0
40049,7.47113234655067,0,0,1,2,80,25,151.7,150,157.5,156.7,155,168.6,169.7,163.7,172.8,185.5,0,0,0,0,0
40050,8.77181025277425,0,0,0,6,20,22,113.3,124.2,115.8,116.7,114.2,135.9,123.2,109.7,104.4,111,0,0,0,0,0
40051,3.12971522158613,0,0,0,6,23.3,22,110.8,114.2,125,131.7,133.3,162.7,149.2,150.8,164.9,172.6,0,0,0,0,0
